player_tm_id,match_id,date,competition,team,opponent,minutes_played,sub_on_minute,sub_off_minute
698415,tm_2023-07-15_4087478,2023-07-15,BU1,156,61955,90,,
857948,tm_2023-07-15_4088842,2023-07-15,MEXA,3711,13353,90,,
261503,tm_2023-07-16_4088844,2023-07-16,MEXA,3631,5662,90,,
347932,tm_2023-07-16_4088844,2023-07-16,MEXA,5662,3631,86,,86.0
416090,tm_2023-07-16_4088844,2023-07-16,MEXA,3631,5662,89,,89.0
465818,tm_2023-07-16_4088844,2023-07-16,MEXA,3631,5662,7,83.0,
572675,tm_2023-07-16_4088846,2023-07-16,MEXA,1804,49283,27,,
578419,tm_2023-07-16_4088845,2023-07-16,MEXA,4941,7055,31,59.0,
540315,tm_2023-07-17_4088847,2023-07-17,MEXA,7633,4035,79,,79.0
166158,tm_2023-07-18_4097825,2023-07-18,CLQ,3258,3737,90,,
265383,tm_2023-07-18_4089193,2023-07-18,CLQ,1064,17149,90,,
439914,tm_2023-07-18_4089190,2023-07-18,CLQ,9644,1002,22,68.0,
492955,tm_2023-07-18_4089193,2023-07-18,CLQ,1064,17149,16,74.0,
685160,tm_2023-07-18_4165428,2023-07-18,SCP,1192,3012,90,,
988188,tm_2023-07-20_4089275,2023-07-20,ECLQ,23371,10532,120,,
1045375,tm_2023-07-21_4087021,2023-07-21,KR1,447,419,57,,57.0
185245,tm_2023-07-21_4092051,2023-07-21,RU1,16704,121,90,,
205927,tm_2023-07-21_4087021,2023-07-21,KR1,419,447,90,,
273000,tm_2023-07-21_4092051,2023-07-21,RU1,16704,121,90,,
285548,tm_2023-07-21_4092051,2023-07-21,RU1,121,16704,90,,
371001,tm_2023-07-21_4087021,2023-07-21,KR1,419,447,90,,
531450,tm_2023-07-21_4116700,2023-07-21,CYSC,829,10586,90,,
544586,tm_2023-07-21_4092051,2023-07-21,RU1,16704,121,14,76.0,
580451,tm_2023-07-21_4087021,2023-07-21,KR1,419,447,90,,
651269,tm_2023-07-21_4089281,2023-07-21,DK1,865,1894,26,64.0,
668207,tm_2023-07-21_4087021,2023-07-21,KR1,419,447,11,79.0,
792380,tm_2023-07-21_4102446,2023-07-21,RLB3,28,110,62,,62.0
1066953,tm_2023-07-22_4111887,2023-07-22,MEXB,13362,83082,90,,
1072017,tm_2023-07-22_4132848,2023-07-22,POCP,1465,2995,80,,80.0
198614,tm_2023-07-22_4089923,2023-07-22,TS1,941,814,33,57.0,
216278,tm_2023-07-22_4089925,2023-07-22,TS1,62,1897,90,,
220793,tm_2023-07-22_4092055,2023-07-22,RU1,964,49702,90,,
222855,tm_2023-07-22_4087508,2023-07-22,PL1,238,6112,55,,55.0
242089,tm_2023-07-22_4089923,2023-07-22,TS1,941,814,90,,
265383,tm_2023-07-22_4126445,2023-07-22,IRLP,1064,3793,90,,
288883,tm_2023-07-22_4092052,2023-07-22,RU1,2698,932,24,66.0,
292779,tm_2023-07-22_4089925,2023-07-22,TS1,62,1897,28,62.0,
365108,tm_2023-07-22_4089694,2023-07-22,C1,26,257,90,,
395928,tm_2023-07-22_4087022,2023-07-22,KR1,144,11083,16,74.0,
405389,tm_2023-07-22_4089693,2023-07-22,C1,504,61,90,,
405855,tm_2023-07-22_4089925,2023-07-22,TS1,62,1897,28,62.0,
432758,tm_2023-07-22_4087022,2023-07-22,KR1,144,11083,33,57.0,
434116,tm_2023-07-22_4092751,2023-07-22,ofb,122,4429,90,,
439914,tm_2023-07-22_4087509,2023-07-22,PL1,9644,2300,67,,67.0
487417,tm_2023-07-22_4089694,2023-07-22,C1,26,257,38,52.0,
492955,tm_2023-07-22_4126445,2023-07-22,IRLP,1064,3793,90,,90.0
493758,tm_2023-07-22_4089925,2023-07-22,TS1,62,1897,87,,87.0
494237,tm_2023-07-22_4092052,2023-07-22,RU1,932,2698,19,71.0,
536520,tm_2023-07-22_4092756,2023-07-22,ofb,4467,3571,62,,62.0
638990,tm_2023-07-22_4089922,2023-07-22,TS1,13726,5545,63,,63.0
698415,tm_2023-07-22_4103902,2023-07-22,BU1,156,2531,90,,
700565,tm_2023-07-22_4132848,2023-07-22,POCP,2995,1465,90,,
802855,tm_2023-07-22_4111887,2023-07-22,MEXB,13362,83082,90,,
805534,tm_2023-07-22_4092742,2023-07-22,ofb,266,23158,90,,
944827,tm_2023-07-22_4089923,2023-07-22,TS1,814,941,90,,
1016015,tm_2023-07-23_4087236,2023-07-23,BESC,354,1096,79,,79.0
142219,tm_2023-07-23_4089921,2023-07-23,TS1,197,2311,90,,
186374,tm_2023-07-23_4092754,2023-07-23,ofb,409,14075,90,,
243856,tm_2023-07-23_4089696,2023-07-23,C1,452,527,12,78.0,
280701,tm_2023-07-23_4092049,2023-07-23,RU1,232,14589,32,58.0,
334802,tm_2023-07-23_4089921,2023-07-23,TS1,197,2311,74,,74.0
345911,tm_2023-07-23_4089921,2023-07-23,TS1,197,2311,90,,
374720,tm_2023-07-23_4170561,2023-07-23,CSC2,18577,4720,54,,54.0
400797,tm_2023-07-23_4089285,2023-07-23,DK1,1177,206,8,82.0,
422051,tm_2023-07-23_4089697,2023-07-23,C1,260,322,90,,
423678,tm_2023-07-23_4089696,2023-07-23,C1,452,527,90,,
485672,tm_2023-07-23_4089578,2023-07-23,DK2,2414,12275,90,,
507341,tm_2023-07-23_4089696,2023-07-23,C1,452,527,90,,
519184,tm_2023-07-23_4092754,2023-07-23,ofb,409,14075,90,,
541420,tm_2023-07-23_4089829,2023-07-23,C2,321,163,90,,
611049,tm_2023-07-23_4089924,2023-07-23,TS1,697,377,79,,79.0
620307,tm_2023-07-23_4132852,2023-07-23,POCP,8424,3268,90,,
646108,tm_2023-07-23_4089284,2023-07-23,DK1,173,5724,16,74.0,
652060,tm_2023-07-23_4089924,2023-07-23,TS1,697,377,28,62.0,
734799,tm_2023-07-23_4113514,2023-07-23,WRPO,36755,36596,90,,
475949,tm_2023-07-24_4089286,2023-07-24,DK1,2778,1063,12,78.0,
579287,tm_2023-07-24_4089286,2023-07-24,DK1,2778,1063,73,,73.0
955070,tm_2023-07-24_4089286,2023-07-24,DK1,2778,1063,78,,78.0
129586,tm_2023-07-25_4089916,2023-07-25,CLQ,1184,61,90,,
199316,tm_2023-07-25_4126810,2023-07-25,CLQ,141,602,90,,
205927,tm_2023-07-25_4129345,2023-07-25,CLQ,419,22220,90,,
371001,tm_2023-07-25_4129345,2023-07-25,CLQ,419,22220,90,,
382528,tm_2023-07-25_4126810,2023-07-25,CLQ,141,602,90,,
396908,tm_2023-07-25_4126810,2023-07-25,CLQ,141,602,73,,73.0
494237,tm_2023-07-25_4126935,2023-07-25,RUP,932,11127,61,,61.0
541537,tm_2023-07-25_4126810,2023-07-25,CLQ,141,602,61,,61.0
580451,tm_2023-07-25_4129345,2023-07-25,CLQ,419,22220,80,,80.0
58088,tm_2023-07-25_4126810,2023-07-25,CLQ,141,602,90,,
645589,tm_2023-07-25_4126886,2023-07-25,CLQ,190,3737,19,71.0,
654982,tm_2023-07-25_4089916,2023-07-25,CLQ,1184,61,60,,60.0
685160,tm_2023-07-25_4113400,2023-07-25,SCP,1192,2578,90,,
216603,tm_2023-07-26_4132453,2023-07-26,ECLQ,36,2714,17,73.0,
265383,tm_2023-07-26_4126809,2023-07-26,CLQ,1064,2481,90,,
28396,tm_2023-07-26_4132453,2023-07-26,ECLQ,36,2714,84,,84.0
288883,tm_2023-07-26_4126936,2023-07-26,RUP,2698,1083,68,,68.0
336077,tm_2023-07-26_4132453,2023-07-26,ECLQ,36,2714,90,,
369316,tm_2023-07-26_4132453,2023-07-26,ECLQ,36,2714,90,,
439914,tm_2023-07-26_4129346,2023-07-26,CLQ,9644,10625,25,65.0,
492955,tm_2023-07-26_4126809,2023-07-26,CLQ,1064,2481,90,,
613725,tm_2023-07-26_4132453,2023-07-26,ECLQ,36,2714,28,62.0,
651269,tm_2023-07-26_4137962,2023-07-26,ECLQ,865,12346,7,83.0,
673513,tm_2023-07-26_4089698,2023-07-26,C1,2790,5499,19,71.0,
746910,tm_2023-07-26_4089698,2023-07-26,C1,2790,5499,29,61.0,
137576,tm_2023-07-27_4093502,2023-07-27,ECLQ,2282,678,90,,
166158,tm_2023-07-27_4129940,2023-07-27,ECLQ,3258,279,90,,
179643,tm_2023-07-27_4132644,2023-07-27,ECLQ,605,53453,90,,
181380,tm_2023-07-27_4132466,2023-07-27,ECLQ,114,2049,90,,
185245,tm_2023-07-27_4126940,2023-07-27,RUP,16704,232,29,61.0,
198614,tm_2023-07-27_4093504,2023-07-27,ECLQ,941,33741,79,,79.0
207006,tm_2023-07-27_4093512,2023-07-27,ECLQ,317,1059,90,,
222855,tm_2023-07-27_4093505,2023-07-27,ECLQ,238,40090,48,42.0,
224884,tm_2023-07-27_4093499,2023-07-27,ECLQ,1091,3793,90,,
236168,tm_2023-07-27_4093502,2023-07-27,ECLQ,2282,678,90,,
242089,tm_2023-07-27_4093504,2023-07-27,ECLQ,941,33741,90,,
273000,tm_2023-07-27_4126940,2023-07-27,RUP,16704,232,90,,
280701,tm_2023-07-27_4126940,2023-07-27,RUP,232,16704,45,46.0,
293213,tm_2023-07-27_4132466,2023-07-27,ECLQ,114,2049,90,,
308439,tm_2023-07-27_4093501,2023-07-27,ECLQ,501,715,90,,
321204,tm_2023-07-27_4093512,2023-07-27,ECLQ,317,1059,90,,
345763,tm_2023-07-27_4093509,2023-07-27,ECLQ,208,54585,66,,66.0
364938,tm_2023-07-27_4093501,2023-07-27,ECLQ,501,715,90,,
365108,tm_2023-07-27_4137896,2023-07-27,ECLQ,26,10481,90,,
370997,tm_2023-07-27_4093499,2023-07-27,ECLQ,1091,3793,90,,
384568,tm_2023-07-27_4136852,2023-07-27,ECLQ,144,46887,90,,
395928,tm_2023-07-27_4136852,2023-07-27,ECLQ,144,46887,21,69.0,
429915,tm_2023-07-27_4093502,2023-07-27,ECLQ,2282,678,73,,73.0
432758,tm_2023-07-27_4136852,2023-07-27,ECLQ,144,46887,69,,69.0
457738,tm_2023-07-27_4093510,2023-07-27,ECLQ,3900,14,63,,63.0
480705,tm_2023-07-27_4093511,2023-07-27,ECLQ,3840,7769,90,,
51894,tm_2023-07-27_4132466,2023-07-27,ECLQ,114,2049,90,,
531450,tm_2023-07-27_4093494,2023-07-27,ECLQ,829,22010,90,,
544586,tm_2023-07-27_4126940,2023-07-27,RUP,16704,232,70,,70.0
549440,tm_2023-07-27_4093497,2023-07-27,ECLQ,1044,434,90,,
582301,tm_2023-07-27_4093506,2023-07-27,ECLQ,2784,448,17,73.0,
598791,tm_2023-07-27_4137957,2023-07-27,ECLQ,157,1443,90,,
635445,tm_2023-07-27_4135093,2023-07-27,ECLQ,195,21532,90,,90.0
638793,tm_2023-07-27_4093502,2023-07-27,ECLQ,2282,678,73,,73.0
698415,tm_2023-07-27_4137608,2023-07-27,ECLQ,156,4644,90,,
739443,tm_2023-07-27_4093502,2023-07-27,ECLQ,2282,678,90,,
849429,tm_2023-07-27_4137963,2023-07-27,ECLQ,6251,920,90,,
866246,tm_2023-07-27_4093497,2023-07-27,ECLQ,1044,434,27,63.0,
894914,tm_2023-07-27_4093502,2023-07-27,ECLQ,2282,678,73,,73.0
249303,tm_2023-07-28_4093105,2023-07-28,BE1,3948,58,76,,76.0
298603,tm_2023-07-28_4096273,2023-07-28,Ligue 1,41,33,10,80.0,
320440,tm_2023-07-28_4093105,2023-07-28,BE1,3948,58,14,76.0,
374720,tm_2023-07-28_4102676,2023-07-28,CRPD,18577,25769,90,,
541420,tm_2023-07-28_4089832,2023-07-28,C2,321,116,90,,
548193,tm_2023-07-28_4093105,2023-07-28,BE1,58,3948,90,,
611855,tm_2023-07-28_4110757,2023-07-28,RLN4,111,402,90,,
826103,tm_2023-07-28_4090440,2023-07-28,TS2,28596,6483,62,,62.0
897424,tm_2023-07-28_4096273,2023-07-28,Ligue 1,33,41,61,,61.0
941928,tm_2023-07-28_4102679,2023-07-28,CRPD,35556,18659,28,62.0,
142219,tm_2023-07-29_4089933,2023-07-29,TS1,197,5545,90,,
186374,tm_2023-07-29_4093390,2023-07-29,Serie A,409,3551,90,,
192557,tm_2023-07-29_4096275,2023-07-29,Ligue 1,35,2,90,,
205927,tm_2023-07-29_4087040,2023-07-29,KR1,419,999,90,,
220793,tm_2023-07-29_4092058,2023-07-29,RU1,964,1083,90,,
248454,tm_2023-07-29_4096275,2023-07-29,Ligue 1,35,2,90,,
251295,tm_2023-07-29_4096280,2023-07-29,Ligue 1,48,81,7,83.0,
285548,tm_2023-07-29_4092060,2023-07-29,RU1,121,2696,90,,
292534,tm_2023-07-29_4096275,2023-07-29,Ligue 1,35,2,90,,
334802,tm_2023-07-29_4089933,2023-07-29,TS1,197,5545,73,,73.0
345911,tm_2023-07-29_4089933,2023-07-29,TS1,197,5545,90,,
371001,tm_2023-07-29_4087040,2023-07-29,KR1,419,999,90,,
405389,tm_2023-07-29_4089699,2023-07-29,C1,504,527,90,,
422051,tm_2023-07-29_4089701,2023-07-29,C1,260,61,90,,
440383,tm_2023-07-29_4098689,2023-07-29,SLO1,540,51316,71,,71.0
485672,tm_2023-07-29_4089582,2023-07-29,DK2,2414,1053,15,75.0,
489359,tm_2023-07-29_4096274,2023-07-29,Ligue 1,38,44,90,,
519184,tm_2023-07-29_4093390,2023-07-29,Serie A,409,3551,90,,
522223,tm_2023-07-29_4096275,2023-07-29,Ligue 1,35,2,63,,63.0
526466,tm_2023-07-29_4096275,2023-07-29,Ligue 1,35,2,87,,87.0
530527,tm_2023-07-29_4089929,2023-07-29,TS1,5544,377,15,75.0,
536520,tm_2023-07-29_4093388,2023-07-29,Serie A,4467,541,64,,64.0
545810,tm_2023-07-29_4110732,2023-07-29,RLW3,1006,67453,76,,76.0
580451,tm_2023-07-29_4087040,2023-07-29,KR1,419,999,71,,71.0
603149,tm_2023-07-29_4092058,2023-07-29,RU1,1083,964,33,57.0,
638990,tm_2023-07-29_4089931,2023-07-29,TS1,13726,2311,72,,72.0
645589,tm_2023-07-29_4089288,2023-07-29,DK1,190,443,71,,71.0
654982,tm_2023-07-29_4093108,2023-07-29,BE1,1184,54189,15,75.0,
668207,tm_2023-07-29_4087040,2023-07-29,KR1,419,999,2,88.0,
685160,tm_2023-07-29_4113409,2023-07-29,SCP,1192,3020,71,,71.0
710969,tm_2023-07-29_4134752,2023-07-29,SER1,669,3137,17,73.0,
734799,tm_2023-07-29_4135314,2023-07-29,WRPO,36755,72822,45,,46.0
746910,tm_2023-07-29_4089700,2023-07-29,C1,2790,257,45,46.0,
820474,tm_2023-07-29_4093108,2023-07-29,BE1,54189,1184,90,,
855731,tm_2023-07-29_4093106,2023-07-29,BE1,968,1245,90,,
865550,tm_2023-07-29_4126331,2023-07-29,HO1A,4523,55746,90,,
941418,tm_2023-07-29_4104305,2023-07-29,UKR1,660,55686,1,89.0,
1016015,tm_2023-07-30_4093111,2023-07-30,BE1,354,2282,76,,76.0
1045375,tm_2023-07-30_4087039,2023-07-30,KR1,447,144,10,80.0,
137576,tm_2023-07-30_4093111,2023-07-30,BE1,2282,354,90,,
185245,tm_2023-07-30_4092059,2023-07-30,RU1,16704,41231,90,,
187353,tm_2023-07-30_4134745,2023-07-30,SER1,159,448,73,,73.0
198614,tm_2023-07-30_4089927,2023-07-30,TS1,941,1897,55,,55.0
216278,tm_2023-07-30_4089928,2023-07-30,TS1,62,1321,90,,
222855,tm_2023-07-30_4087516,2023-07-30,PL1,238,7154,62,,62.0
236168,tm_2023-07-30_4093111,2023-07-30,BE1,2282,354,90,,
242089,tm_2023-07-30_4089927,2023-07-30,TS1,941,1897,90,,
242277,tm_2023-07-30_4098690,2023-07-30,SLO1,7918,365,90,,
243856,tm_2023-07-30_4089704,2023-07-30,C1,452,322,25,65.0,
273000,tm_2023-07-30_4092059,2023-07-30,RU1,16704,41231,90,,
292779,tm_2023-07-30_4089928,2023-07-30,TS1,62,1321,90,,
345716,tm_2023-07-30_4102684,2023-07-30,CRPD,4720,25769,45,46.0,
350357,tm_2023-07-30_4096278,2023-07-30,Ligue 1,30,4,13,77.0,
365108,tm_2023-07-30_4089703,2023-07-30,C1,26,242,90,,
385918,tm_2023-07-30_4093112,2023-07-30,BE1,3057,475,90,,
400797,tm_2023-07-30_4089289,2023-07-30,DK1,1177,865,45,46.0,
405855,tm_2023-07-30_4089928,2023-07-30,TS1,62,1321,29,61.0,
423678,tm_2023-07-30_4089704,2023-07-30,C1,452,322,81,,81.0
429915,tm_2023-07-30_4093111,2023-07-30,BE1,2282,354,77,,
432758,tm_2023-07-30_4087039,2023-07-30,KR1,144,447,90,,
434116,tm_2023-07-30_4093391,2023-07-30,Serie A,122,14,65,,65.0
487417,tm_2023-07-30_4089703,2023-07-30,C1,26,242,82,,82.0
493758,tm_2023-07-30_4089928,2023-07-30,TS1,62,1321,29,,29.0
494237,tm_2023-07-30_4092063,2023-07-30,RU1,932,1124,56,,56.0
507341,tm_2023-07-30_4089704,2023-07-30,C1,452,322,90,,
544586,tm_2023-07-30_4092059,2023-07-30,RU1,16704,41231,54,36.0,
550580,tm_2023-07-30_4096279,2023-07-30,Ligue 1,269,23,90,,
598791,tm_2023-07-30_4093110,2023-07-30,BE1,157,601,90,,
608172,tm_2023-07-30_4089702,2023-07-30,C1,434,5499,45,46.0,
611049,tm_2023-07-30_4089932,2023-07-30,TS1,697,5546,83,,83.0
613192,tm_2023-07-30_4096278,2023-07-30,Ligue 1,4,30,38,52.0,
617018,tm_2023-07-30_4134745,2023-07-30,SER1,159,448,90,,
620217,tm_2023-07-30_4089927,2023-07-30,TS1,941,1897,90,,
635645,tm_2023-07-30_4089704,2023-07-30,C1,452,322,90,,
638793,tm_2023-07-30_4093111,2023-07-30,BE1,2282,354,90,,
651269,tm_2023-07-30_4089289,2023-07-30,DK1,865,1177,68,,68.0
691892,tm_2023-07-30_4096278,2023-07-30,Ligue 1,4,30,90,,
698415,tm_2023-07-30_4131050,2023-07-30,BU1,156,730,90,,
739443,tm_2023-07-30_4093111,2023-07-30,BE1,2282,354,81,,81.0
805534,tm_2023-07-30_4104520,2023-07-30,A2,266,7443,90,,
864306,tm_2023-07-30_4093111,2023-07-30,BE1,354,2282,35,55.0,
894914,tm_2023-07-30_4093111,2023-07-30,BE1,2282,354,81,,81.0
944827,tm_2023-07-30_4089930,2023-07-30,TS1,814,715,90,,
280701,tm_2023-07-31_4092057,2023-07-31,RU1,232,2741,75,,75.0
374720,tm_2023-07-31_4102685,2023-07-31,CRPD,18577,35556,90,,
475949,tm_2023-07-31_4089292,2023-07-31,DK1,2778,678,68,,68.0
579287,tm_2023-07-31_4089292,2023-07-31,DK1,2778,678,79,,79.0
955070,tm_2023-07-31_4089292,2023-07-31,DK1,2778,678,22,68.0,
1066953,tm_2023-08-01_4111899,2023-08-01,MEXB,13362,30111,90,,
216603,tm_2023-08-01_4132465,2023-08-01,ECLQ,36,2714,90,,
336077,tm_2023-08-01_4132465,2023-08-01,ECLQ,36,2714,90,,
369316,tm_2023-08-01_4132465,2023-08-01,ECLQ,36,2714,66,,66.0
613725,tm_2023-08-01_4132465,2023-08-01,ECLQ,36,2714,90,,
127048,tm_2023-08-02_4129370,2023-08-02,CLQ,141,602,11,79.0,
129586,tm_2023-08-02_4089918,2023-08-02,CLQ,1184,61,46,,46.0
199316,tm_2023-08-02_4129370,2023-08-02,CLQ,141,602,90,,
205927,tm_2023-08-02_4129373,2023-08-02,CLQ,419,22220,90,,
265383,tm_2023-08-02_4129375,2023-08-02,CLQ,1064,2481,120,,
371001,tm_2023-08-02_4129373,2023-08-02,CLQ,419,22220,68,,68.0
382528,tm_2023-08-02_4129370,2023-08-02,CLQ,141,602,89,,89.0
396908,tm_2023-08-02_4129370,2023-08-02,CLQ,141,602,45,46.0,
439914,tm_2023-08-02_4129374,2023-08-02,CLQ,9644,10625,31,,31.0
492955,tm_2023-08-02_4129375,2023-08-02,CLQ,1064,2481,120,,
541537,tm_2023-08-02_4129370,2023-08-02,CLQ,141,602,79,,79.0
580451,tm_2023-08-02_4129373,2023-08-02,CLQ,419,22220,12,78.0,
58088,tm_2023-08-02_4129370,2023-08-02,CLQ,141,602,90,,
645589,tm_2023-08-02_4129372,2023-08-02,CLQ,190,3737,18,28.0,46.0
654982,tm_2023-08-02_4089918,2023-08-02,CLQ,1184,61,69,,69.0
668207,tm_2023-08-02_4129373,2023-08-02,CLQ,419,22220,90,,
826103,tm_2023-08-02_4090443,2023-08-02,TS2,28596,7805,45,,46.0
888785,tm_2023-08-02_4104321,2023-08-02,ESTP,22783,98632,45,46.0,
941418,tm_2023-08-02_4120583,2023-08-02,UKR1,660,26459,6,84.0,
137576,tm_2023-08-03_4138039,2023-08-03,ECLQ,2282,678,90,,
166158,tm_2023-08-03_4138048,2023-08-03,ECLQ,3258,279,90,,
179643,tm_2023-08-03_4138042,2023-08-03,ECLQ,605,53453,90,,
181380,tm_2023-08-03_4132464,2023-08-03,ECLQ,114,2049,66,,
198614,tm_2023-08-03_4098684,2023-08-03,ECLQ,941,33741,90,,90.0
207006,tm_2023-08-03_4138038,2023-08-03,ECLQ,317,1059,120,,
222855,tm_2023-08-03_4138029,2023-08-03,ECLQ,238,40090,90,,
224884,tm_2023-08-03_4138036,2023-08-03,ECLQ,1091,3793,90,,
236168,tm_2023-08-03_4138039,2023-08-03,ECLQ,2282,678,90,,
241457,tm_2023-08-03_4138033,2023-08-03,ECLQ,119,46643,90,,
242089,tm_2023-08-03_4098684,2023-08-03,ECLQ,941,33741,90,,
293213,tm_2023-08-03_4132464,2023-08-03,ECLQ,114,2049,88,,88.0
308439,tm_2023-08-03_4101062,2023-08-03,ECLQ,501,715,90,,
321204,tm_2023-08-03_4138038,2023-08-03,ECLQ,317,1059,120,,
345763,tm_2023-08-03_4138032,2023-08-03,ECLQ,208,54585,90,,
364938,tm_2023-08-03_4101062,2023-08-03,ECLQ,501,715,90,,
365108,tm_2023-08-03_4137897,2023-08-03,ECLQ,26,10481,87,,87.0
370997,tm_2023-08-03_4138036,2023-08-03,ECLQ,1091,3793,90,,
384568,tm_2023-08-03_4138040,2023-08-03,ECLQ,144,46887,90,,
395928,tm_2023-08-03_4138040,2023-08-03,ECLQ,144,46887,90,,
429915,tm_2023-08-03_4138039,2023-08-03,ECLQ,2282,678,90,,
432758,tm_2023-08-03_4138040,2023-08-03,ECLQ,144,46887,45,,46.0
457738,tm_2023-08-03_4138045,2023-08-03,ECLQ,3900,14,11,79.0,
480705,tm_2023-08-03_4132463,2023-08-03,ECLQ,3840,7769,90,,
487417,tm_2023-08-03_4137897,2023-08-03,ECLQ,26,10481,78,,78.0
51894,tm_2023-08-03_4132464,2023-08-03,ECLQ,114,2049,90,,
531450,tm_2023-08-03_4138034,2023-08-03,ECLQ,829,22010,90,,
538958,tm_2023-08-03_4138028,2023-08-03,ECLQ,63993,33783,21,69.0,
549440,tm_2023-08-03_4138005,2023-08-03,ECLQ,1044,434,90,,
598791,tm_2023-08-03_4137973,2023-08-03,ECLQ,157,1443,90,,
608172,tm_2023-08-03_4138005,2023-08-03,ECLQ,434,1044,90,,90.0
620217,tm_2023-08-03_4098684,2023-08-03,ECLQ,941,33741,90,,
635445,tm_2023-08-03_4135095,2023-08-03,ECLQ,195,21532,106,,106.0
638793,tm_2023-08-03_4138039,2023-08-03,ECLQ,2282,678,83,,83.0
651269,tm_2023-08-03_4138035,2023-08-03,ECLQ,865,12346,74,46.0,
698415,tm_2023-08-03_4137609,2023-08-03,ECLQ,156,4644,90,,
739443,tm_2023-08-03_4138039,2023-08-03,ECLQ,2282,678,45,46.0,
803049,tm_2023-08-03_4135234,2023-08-03,A4ST,49839,10224,90,,
849429,tm_2023-08-03_4138030,2023-08-03,ECLQ,6251,920,90,,
894914,tm_2023-08-03_4138039,2023-08-03,ECLQ,2282,678,45,46.0,
157154,tm_2023-08-04_4137690,2023-08-04,AZ1,9526,44360,90,,
175577,tm_2023-08-04_4126888,2023-08-04,SFA1,6356,85501,90,,
176578,tm_2023-08-04_4126888,2023-08-04,SFA1,6356,85501,81,,81.0
185245,tm_2023-08-04_4092066,2023-08-04,RU1,16704,49702,90,,
213268,tm_2023-08-04_4082955,2023-08-04,NLSC,234,383,90,,
245585,tm_2023-08-04_4101206,2023-08-04,GB2,1035,180,4,86.0,
249303,tm_2023-08-04_4098763,2023-08-04,BE1,3948,3057,80,,80.0
273000,tm_2023-08-04_4092066,2023-08-04,RU1,16704,49702,90,,
320440,tm_2023-08-04_4098763,2023-08-04,BE1,3948,3057,10,80.0,
